No,Kode Saham,Nama Perusahaan,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
328,GRIA,Ingria Pratama Capitalindo Tbk.,0,96,93,93,-1,705300,65817400,101,77.5,94,221200,93,244100,7375720674,1725000000,1598318670,36700,105700,0,0,0
329,GRPM,Graha Prima Mentari Tbk.,0,69,58,60,-3,3437600,209985600,415,50.0,60,254700,59,23000,1545000000,309000000,0,0,0,0,0,0
330,GSMF,Equity Development Investment Tbk.,0,65,61,64,1,29700,1875100,12,7.5,65,38100,63,135400,14230399705,14230399705,3724095603,700,0,0,0,0
331,GTBO,Garda Tujuh Buana Tbk,0,570,540,545,-10,3075700,1701504500,1224,473.9,545,13600,540,305100,2500000000,2500000000,188250000,10900,71900,0,0,0
332,GTRA,Grahaprima Suksesmandiri Tbk.,0,264,258,260,-2,18928600,4945991000,28421,173.3,260,357000,258,29583600,1894375000,1044375000,378875000,396000,840500,0,0,0
333,GTSI,GTS Internasional Tbk.,0,53,51,51,-2,9506400,492292600,137,51.0,52,61300,51,11888000,15819142767,15819142767,2399763958,0,0,0,0,0
334,GULA,Aman Agrindo Tbk.,0,344,322,332,2,27898000,9330462200,3173,132.8,332,63100,330,1058100,1070362500,1070362500,211610666,7484000,2812100,0,0,0
335,GWSA,Greenwood Sejahtera Tbk.,0,166,162,164,0,297100,48630200,35,65.6,165,192400,162,23000,7800760000,7800760000,1599155800,27700,0,0,0,0
336,GZCO,Gozco Plantations Tbk.,0,91,85,89,3,38914400,3460807100,6318,47.3,89,961000,88,12800,6000000000,6000000000,1636200000,1339300,3267800,0,0,0
337,HADE,Himalaya Energi Perkasa Tbk.,0,5,5,5,0,124500,622500,19,13.2,5,3360600,4,5609500,2120000000,2120000000,880224000,0,0,0,0,0
338,HAIS,Hasnur Internasional Shipping Tbk.,0,236,232,232,-4,1279600,299373600,212,77.3,234,2500,232,70900,2626250000,2620231500,525250000,64200,0,0,0,0
339,HAJJ,Arsy Buana Travelindo Tbk.,0,158,156,157,0,454900,71167900,75,112.1,157,11300,156,700,2290509440,687142770,0,0,0,0,0,0
340,HALO,Haloni Jane Tbk.,0,51,50,50,0,4650800,232932600,140,50.0,51,4689600,50,727600,5650006841,1130506841,1100055769,31300,121100,0,0,0
341,HATM,Habco Trans Maritima Tbk.,0,244,236,242,0,36957800,8869996600,2001,151.3,242,589700,240,150000,7000000000,6997101900,1386000000,6657100,3584700,0,0,0
342,HBAT,Minahasa Membangun Hebat Tbk.,0,44,39,43,0,1135800,47232500,94,39.8,43,1150300,42,10000,1040740800,572980800,0,0,0,0,0,0
343,HDFA,Radana Bhaskara Finance Tbk.,0,118,107,111,4,215100,24351700,172,62.4,111,5200,109,400,6542445783,6542445783,498534369,16000,3200,0,0,0
344,HDIT,Hensel Davest Indonesia Tbk.,0,50,50,50,0,11200,560000,4,9.5,50,18005400,0,0,1524680000,1524680000,701352800,0,0,0,0,0
345,HDTX,Panasia Indo Resources Tbk.,0,0,0,120,0,0,0,0,18.9,0,0,0,0,3601462800,3601462800,25570386,0,0,0,0,0
346,HEAL,Medikaloka Hermina Tbk.,0,1515,1490,1510,15,3476900,5231670000,1086,204.1,1510,201600,1500,20000,15034831430,15034831430,8763529270,1378700,449100,0,0,0
347,HELI,Jaya Trishindo Tbk.,0,91,70,84,1,112278900,7957641000,611,76.4,84,8700,83,37100,832862387,832862387,69793868,0,0,0,0,0
348,HERO,Hero Supermarket Tbk.,0,1115,1115,1115,0,600,669000,6,2327.4,1115,1200,1090,100,4183634000,4183634000,444720294,0,0,0,0,0
349,HEXA,Hexindo Adiperkasa Tbk.,0,5450,5375,5400,25,180900,977532500,244,1653.1,5425,6000,5375,74200,840000000,840000000,171696000,51600,3000,0,0,0
350,HILL,Hillcon Tbk.,0,2430,2360,2410,40,3333000,7995740000,720,192.8,2410,200400,2400,100800,2948300000,2948300000,442245000,236900,466200,0,0,0
351,HITS,Humpuss Intermoda Transportasi Tbk.,0,358,354,354,-4,446300,158715800,50,544.6,358,400,354,1300,7101084801,7101084801,1046699900,2300,0,0,0,0
352,HKMU,HK Metals Utama Tbk.,0,0,0,50,0,0,0,0,21.7,0,0,0,0,3221750000,3221750000,3221750000,0,0,0,0,0
353,HMSP,H.M. Sampoerna Tbk.,0,985,950,985,30,64794800,63223713500,4190,4917.1,990,2655900,985,20913700,116318076900,116318076900,8654064921,3565500,8238200,0,0,0
354,HOKI,Buyung Poetra Sembada Tbk.,0,128,117,117,-2,61901900,7547792400,3248,151.4,118,62600,117,10136700,9677752680,9677752680,2960424545,14114100,2057600,0,0,0
355,HOME,Hotel Mandarine Regency Tbk.,0,0,0,50,0,0,0,0,53.2,0,0,0,0,22212194782,22212194782,13385068576,0,0,0,0,0
356,HOMI,Grand House Mulia Tbk.,0,302,288,296,6,1552900,462113200,277,156.4,296,8700,292,3200,1575000000,1575000000,252000000,139900,275000,0,0,0
357,HOPE,Harapan Duta Pertiwi Tbk.,0,51,50,50,0,2236900,111846400,89,42.4,50,437600,0,0,2130360201,2130360201,693858317,0,0,0,0,0
358,HOTL,Saraswati Griya Lestari Tbk.,0,0,0,50,0,0,0,0,27.0,0,0,0,0,3550001452,3550001452,707515289,0,0,0,0,0
359,HRME,Menteng Heritage Realty Tbk.,0,50,50,50,0,1800,90000,3,47.6,50,11438800,0,0,5958750000,5958750000,870573375,0,0,0,0,0
360,HRTA,Hartadinata Abadi Tbk.,0,418,408,408,-8,7719800,3177325600,898,136.0,410,8500,408,616200,4605262400,4605262400,1312039258,3857100,9000,0,0,0
361,HRUM,Harum Energy Tbk.,1475,1475,1455,1460,-15,3932200,5756516500,1094,140.1,1465,43700,1460,120700,13518100000,13518100000,2515718410,413800,281900,0,0,0
362,HUMI,Humpuss Maritim Internasional Tbk.,0,152,149,151,2,165542700,24901307200,1948,151.0,152,739600,151,48700,18046450000,2707330000,2706967500,1301400,19944300,0,0,0
363,IATA,MNC Energy Investments Tbk.,0,51,50,50,0,53818600,2691226700,572,38.5,51,32628200,50,635500,25238245256,25238245256,14108179098,2679200,500000,0,0,0
364,IBFN,Intan Baru Prana Tbk.,0,0,0,25,0,0,0,0,1.8,25,5700,23,3600,1517332349,1517332349,286017148,0,0,0,0,0
365,IBOS,Indo Boga Sukses Tbk.,0,394,380,394,6,26300,10284600,17,394.0,396,24400,394,3800,8039732583,8039732583,0,600,0,0,0,0
366,IBST,Inti Bangun Sejahtera Tbk.,0,0,0,5600,0,0,0,0,602.3,0,0,0,0,1350904927,1350904927,156975153,0,0,0,0,0
367,ICBP,Indofood CBP Sukses Makmur Tbk.,10525,10575,10400,10575,125,2215700,23288252500,1042,392.0,10575,62500,10525,100,11661908000,11661908000,2332381600,1488100,180400,113414,1188353050,5
368,ICON,Island Concepts Indonesia Tbk.,0,52,50,51,0,4166000,209336300,104,97.9,51,715100,50,1427600,1089750000,1089750000,328232700,0,0,0,0,0
369,IDEA,Idea Indonesia Akademi Tbk.,0,57,53,54,0,554200,30129000,118,38.6,54,23200,53,56700,1062437500,1062437500,0,20600,0,0,0,0
370,IDPR,Indonesia Pondasi Raya Tbk.,0,138,129,136,3,216800,29198200,101,10.6,136,166800,134,600,2003000000,2003000000,260990900,2600,0,0,0,0
371,IFII,Indonesia Fibreboard Industry Tbk.,0,158,157,157,-1,11900,1878600,7,149.5,159,1400,158,1400,9412000000,9412000000,1696042400,0,0,0,0,0
372,IFSH,Ifishdeco Tbk.,0,1030,1030,1030,0,2300,2369000,3,234.1,1030,18700,940,2000,2125000000,2125000000,212712500,0,0,0,0,0
373,IGAR,Champion Pacific Indonesia Tbk.,0,442,432,440,4,107600,46549800,11,287.6,440,8500,432,100,972204500,972204500,143691825,0,0,0,0,0
374,IIKP,Inti Agri Resources Tbk,0,0,0,50,0,0,0,0,96.0,0,0,0,0,33600000000,33600000000,24037440000,0,0,0,0,0
375,IKAI,Intikeramik Alamasri Industri Tbk.,0,50,50,50,0,3900,195000,1,14.3,50,48993000,0,0,13305799387,13305799387,10552829494,0,3900,0,0,0
376,IKAN,Era Mandiri Cemerlang Tbk.,0,52,51,51,0,160800,8248900,36,42.5,52,524500,51,2522900,833333000,833333000,333999866,0,0,0,0,0
377,IKBI,Sumi Indo Kabel Tbk.,0,540,496,505,0,126700,64042600,77,45.8,505,39700,500,20900,1224000000,1224000000,137332800,0,27100,0,0,0
378,IKPM,Ikapharmindo Putramas Tbk.,0,176,166,172,2,25751500,4401113400,4464,104.2,173,397300,172,600,1684662500,343412500,336932500,81900,67000,0,0,0
379,IMAS,Indomobil Sukses Internasional Tbk.,0,1390,1350,1365,-25,434000,593494500,199,192.1,1365,1400,1360,7500,3994291039,3994291039,479314925,102000,2000,0,0,0
380,IMJS,Indomobil Multi Jasa Tbk.,0,302,296,298,-4,491700,146460400,90,59.6,298,40900,296,265700,8654325000,8654325000,694942298,3200,7500,0,0,0
381,IMPC,Impack Pratama Industri Tbk.,0,358,350,356,-2,7896400,2781830800,531,1032.1,356,58400,354,121500,54268500000,54268500000,5806729500,2087500,817100,0,0,0
382,INAF,Indofarma Tbk.,0,482,452,462,10,459400,214830600,193,184.8,464,7500,462,100,3099267500,3099267500,173249053,26100,10500,600,278400,1
383,INAI,Indal Aluminium Industry Tbk.,0,195,195,195,-1,200,39000,1,71.2,210,16500,195,4300,633600000,633600000,126593280,0,0,0,0,0
384,INCF,Indo Komoditi Korpora Tbk.,0,50,50,50,0,3600,180000,4,40.7,50,4672200,0,0,1438370465,1438370465,621663715,0,0,0,0,0
385,INCI,Intanwijaya Internasional Tbk,0,570,555,570,10,6900,3879000,16,65.0,570,25600,560,100,207656617,207656617,98678424,0,0,0,0,0
386,INCO,Vale Indonesia Tbk.,4710,4740,4640,4640,-60,8700200,40675384000,4862,1893.9,4640,535800,4630,115300,9936338720,9936338720,2025025831,3983000,2358300,236092,1133231820,3
387,INDF,Indofood Sukses Makmur Tbk.,6325,6375,6300,6325,0,4843800,30703945000,2007,1082.7,6350,12600,6325,835100,8780426500,8780426500,4352457416,3671200,1217000,27180,172082700,6
388,INDO,Royalindo Investa Wijaya Tbk.,0,98,95,95,-1,418300,40192900,62,86.4,96,52100,95,1617000,4382841253,4382841253,630252572,0,0,0,0,0
389,INDR,Indo-Rama Synthetics Tbk.,0,3190,3170,3180,10,5700,18144000,13,428.3,3180,4100,3170,1700,654351707,654351707,50057906,100,0,0,0,0
390,INDS,Indospring Tbk.,0,2670,2560,2630,10,32700,84899000,66,246.6,2630,6500,2560,4500,656249710,656249710,69824969,0,9700,0,0,0
391,INDX,Tanah Laut Tbk,0,140,137,138,-1,1031700,143019300,166,11.0,139,20000,137,22300,437913588,437913588,77160374,1200,0,0,0,0
392,INDY,Indika Energy Tbk.,1545,1545,1510,1515,-25,7528200,11482703000,2836,51.4,1515,90600,1510,181300,5210192000,5210192000,1756876742,1825200,532200,0,0,0
393,INET,Sinergi Inti Andalan Prima Tbk.,0,193,177,178,-10,266801800,49924800600,28429,176.2,178,959100,177,2712600,7500000000,1500010000,1500000000,10127500,12264200,0,0,0
394,INKP,Indah Kiat Pulp & Paper Tbk.,8625,8650,8350,8475,-100,4277100,36179170000,2295,436.7,8475,37000,8450,15900,5470982941,5470982941,1901713670,2170000,1618300,74,629000,1
395,INOV,Inocycle Technology Group Tbk.,0,172,168,172,0,16600,2801700,10,68.8,171,300,169,223800,1808221900,1808221900,369419734,0,11100,0,0,0
396,INPC,Bank Artha Graha Internasional Tbk.,0,68,67,68,0,1031600,69502500,58,0.4,68,501800,67,29000,20021178779,20021178779,9704265354,500,0,0,0,0
397,INPP,Indonesian Paradise Property Tbk.,0,690,660,665,5,940000,628363000,173,633.3,665,62600,655,3000,11181971732,11181971732,310858814,914800,815600,0,0,0
398,INPS,Indah Prakasa Sentosa Tbk.,0,192,177,186,0,308300,57373000,176,67.4,186,12200,185,2500,650000000,650000000,90675000,0,0,0,0,0
399,INRU,Toba Pulp Lestari Tbk.,0,1000,955,1000,0,1600,1580500,12,10.2,995,7200,960,900,1388883283,1388883283,75277474,900,0,0,0,0
400,INTA,Intraco Penta Tbk.,0,50,50,50,0,5000,250000,1,35.2,50,4594300,0,0,3343935022,3343935022,1203482214,0,0,0,0,0
401,INTD,Inter Delta Tbk,0,149,141,143,-1,120400,17203100,22,44.0,143,8300,142,250000,591828000,591828000,66817381,0,0,0,0,0
402,INTP,Indocement Tunggal Prakarsa Tbk.,9575,9600,9350,9400,-200,2804500,26485075000,1812,376.0,9500,2900,9400,354300,3681231699,3681231699,1545012944,721600,714600,0,0,0
403,IOTF,Sumber Sinergi Makmur Tbk.,0,117,109,110,-3,26451200,2957054400,1635,110.0,111,20900,110,663100,5280000000,1100000000,1100000000,49800,45900,0,0,0
404,IPAC,Era Graharealty Tbk.,0,110,97,101,-6,35500,3738200,19,84.2,108,1500,101,400,949868500,949868500,0,0,0,0,0,0
405,IPCC,Indonesia Kendaraan Terminal Tbk.,0,735,725,730,0,1007600,734059000,227,44.5,730,119700,725,217600,1818384820,1818384820,408409231,108700,130800,0,0,0
406,IPCM,Jasa Armada Indonesia Tbk.,0,280,276,278,0,358600,99819200,109,73.2,278,123000,276,226700,5284811100,5284811100,637876700,3100,0,0,0,0
407,IPOL,Indopoly Swakarsa Industry Tbk.,0,145,133,140,3,16000,2242100,14,66.7,140,2000,138,2500,6443379509,6443379509,1198468589,0,0,0,0,0
408,IPPE,Indo Pureco Pratama Tbk.,0,50,50,50,0,21200,1060000,6,50.0,50,68049200,0,0,4600000000,4600000000,2455020000,0,2100,0,0,0
409,IPTV,MNC Vision Networks Tbk.,0,53,50,51,-1,115626900,5868980400,938,21.3,52,11380400,51,3020800,42197950841,42197950841,14912755827,30210000,174900,0,0,0
410,IRRA,Itama Ranoraya Tbk.,0,484,476,480,0,1158200,556436000,334,128.3,480,49700,478,14900,1600000000,397400000,254400000,60000,0,0,0,0
411,IRSX,Aviana Sinar Abadi Tbk.,0,50,50,50,0,10236400,511820000,101,49.5,50,94742400,0,0,5000341613,5000341613,1000567258,0,0,59900,2096500,1
412,ISAP,Isra Presisi Indonesia Tbk.,0,12,11,11,-1,47852700,526879300,653,11.5,12,29687900,11,2364500,4020057818,4020057818,0,0,0,0,0,0
413,ISAT,Indosat Tbk.,0,9425,8975,9175,-200,3082700,28109482500,2729,655.4,9200,85300,9175,63000,8062702740,8062702740,1319864439,1582300,947900,8100,73889600,6
414,ISSP,Steel Pipe Industry of Indonesia Tbk.,0,298,288,288,-6,2765900,807120000,359,97.6,290,80100,288,313200,7185992035,7185992035,2418804919,29600,0,0,0,0
415,ITIC,Indonesian Tobacco Tbk.,0,330,314,318,-10,798000,255883200,295,144.5,318,1600,312,47900,940720000,940720000,274031736,43000,277300,0,0,0
416,ITMA,Sumber Energi Andalan Tbk.,0,402,388,400,-2,5000,1973400,21,115.1,400,500,390,600,999053167,999053167,276138295,0,0,0,0,0
417,ITMG,Indo Tambangraya Megah Tbk.,24825,25050,24775,24850,75,433400,10810032500,1114,177.5,24875,3400,24850,19900,1129925000,1129925000,392422953,34700,159100,0,0,0
418,JARR,Jhonlin Agro Raya Tbk.,0,224,204,214,8,7412400,1591736200,1098,71.3,216,111000,214,18400,8000000000,8000000000,1223200000,369700,258700,0,0,0
419,JAST,Jasnita Telekomindo Tbk.,0,52,50,51,1,828200,41880600,180,20.7,52,60600,51,88500,1082575602,1082575602,488025055,0,33700,0,0,0
420,JATI,Informasi Teknologi Indonesia Tbk.,0,66,58,65,-1,9897400,635007500,1317,65.0,65,263200,64,3400,3262500000,652500000,652500000,82000,944200,0,0,0
421,JAWA,Jaya Agra Wattie Tbk.,0,171,155,162,-2,499500,81973900,174,32.4,164,3300,161,31000,3774685500,3774685500,754937100,100,0,0,0,0
422,JAYA,Armada Berjaya Trans Tbk.,0,125,119,121,0,759700,91869800,219,49.7,121,239700,120,21600,798330844,798330844,256275130,0,0,0,0,0
423,JECC,Jembo Cable Company Tbk.,0,0,0,2970,0,0,0,0,225.1,0,0,2970,100,151200000,151200000,16450560,0,0,0,0,0
424,JGLE,Graha Andrasentra Propertindo Tbk.,0,0,0,50,0,0,0,0,35.7,50,491779100,0,0,22581909405,22581909405,9231484565,0,0,0,0,0
425,JIHD,Jakarta International Hotels & Development Tbk.,0,422,404,416,-2,120600,50158800,17,236.0,416,18700,404,19500,2329040482,2329040482,547557417,0,0,0,0,0
426,JKON,Jaya Konstruksi Manggala Pratama Tbk.,0,95,90,94,3,11597500,1072939300,732,77.8,94,271100,93,481500,16308519860,16308519860,5859651186,571500,3340600,0,0,0
427,JKSW,Jakarta Kyoei Steel Works Tbk.,0,0,0,60,0,0,0,0,9.2,0,0,0,0,150000000,150000000,50490000,0,0,0,0,0
428,JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk.,0,64,62,63,-1,1618300,101939500,131,45.0,64,764300,63,289600,1000000000,1000000000,420500000,0,0,0,0,0
429,JPFA,Japfa Comfeed Indonesia Tbk.,0,1215,1195,1205,-5,4483800,5395109000,1507,329.4,1205,45000,1200,97400,11726575201,11726575201,5072916432,406400,1318100,0,0,0
430,JRPT,Jaya Real Property Tbk.,0,735,720,735,0,717300,525443000,69,706.7,735,50000,730,100000,13750000000,13750000000,2283875000,266000,108500,0,0,0
431,JSKY,Sky Energy Indonesia Tbk.,0,0,0,52,0,0,0,0,26.0,0,0,0,0,2032540000,2032535000,1412412046,0,0,0,0,0
432,JSMR,Jasa Marga (Persero) Tbk.,0,4520,4340,4350,-120,2316000,10129589000,1184,256.5,4370,20200,4350,11400,7257871200,7257871200,2175909786,1015700,909900,0,0,0
433,JSPT,Jakarta Setiabudi Internasional Tbk.,0,875,875,875,5,15900,13912500,10,188.4,875,4800,0,0,2318736000,2318736000,41737248,0,0,0,0,0
434,JTPE,Jasuindo Tiga Perkasa Tbk.,0,350,340,340,-4,16004400,5506912200,1432,3016.1,340,586600,338,621000,6852050000,6852050000,2352308765,2120800,985500,0,0,0
435,KAEF,Kimia Farma Tbk.,0,775,750,760,0,272100,206347000,177,760.0,760,6500,755,11100,5562386000,5562386000,562357225,11100,52100,0,0,0
436,KARW,ICTSI Jasa Prima Tbk.,0,52,50,51,-1,265200,13414500,46,8.6,52,54800,51,118900,587152700,587152700,114964499,0,0,0,0,0
437,KAYU,Darmi Bersaudara Tbk.,0,480,460,480,6,19462900,9224420000,5895,320.0,480,1102500,478,19032700,665000000,150000000,313481000,1404100,4072100,0,0,0
438,KBAG,Karya Bersama Anugerah Tbk.,0,50,50,50,0,500,25000,5,50.0,50,53044600,0,0,7150002603,7150002603,3183896159,0,100,300000,7500000,1
